PSA_ID,Domain,Class,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
321,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Save the Children is calling on the international community to ensure children who are severely malnourished can receive the urgent support they need by increasing flexible funding to treat severe acute malnutrition and strengthening national and global supply chains.,,,,,ReliefWeb Kenya,2025-08-28,"{""source_url"": ""https://reliefweb.int/report/kenya/countries-africa-risk-running-out-wonder-food-over-next-3-months-due-aid-cuts"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
322,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Research Terms of Reference: Exploring Climate Resilient Livelihoods Among Refugees and Host Communities in Kenya and Uganda, REG2502 (January 2025, V1.0) - Kenya",,,,,ReliefWeb Kenya,2025-09-12,"{""source_url"": ""https://reliefweb.int/report/kenya/research-terms-reference-exploring-climate-resilient-livelihoods-among-refugees-and-host-communities-kenya-and-uganda-reg2502-january-2025-v10"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
323,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),ILO Brief - Embracing innovation and inclusion: Strengthening Kenya’s beauty sector for host communities and urban refugees - Kenya,,,,,ReliefWeb Kenya,2025-09-03,"{""source_url"": ""https://reliefweb.int/report/kenya/ilo-brief-embracing-innovation-and-inclusion-strengthening-kenyas-beauty-sector-host-communities-and-urban-refugees"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
324,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Somali refugees in Dadaab don’t have enough to eat after aid cuts - Kenya,,,,,ReliefWeb Kenya,2025-09-02,"{""source_url"": ""https://reliefweb.int/report/kenya/somali-refugees-dadaab-dont-have-enough-eat-after-aid-cuts"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
325,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya: IPC Acute Food Insecurity and Acute Malnutrition Analysis (July 2025 - January 2026) Published on 8 September 2025 - Kenya,,,,,ReliefWeb Kenya,2025-09-08,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-ipc-acute-food-insecurity-and-acute-malnutrition-analysis-july-2025-january-2026-published-8-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
326,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Of the projected 2.1 million people in urgent need of assistance, around 2 million are expected to be in Phase 3, while approximately 160,000 will be in Phase 4.",,,,,ReliefWeb Kenya,2025-09-08,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-ipc-acute-food-insecurity-and-acute-malnutrition-analysis-july-2025-january-2026-published-8-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
327,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Similar observations are registered among pregnant and breast-feeding women (PBW), with the numbers suffering acute malnutrition and in need of treatment reduced from 112,401 in 2024 to the current 109,462—reflecting a 2.6 percent reduction.",,,,,ReliefWeb Kenya,2025-09-08,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-ipc-acute-food-insecurity-and-acute-malnutrition-analysis-july-2025-january-2026-published-8-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
328,Security & Safety,PSA,Public Safety Awareness,The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Garissa and Turkana Counties: Endline (May 2025) - Kenya,,,,,ReliefWeb Kenya,2025-09-10,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-cash-consortium-alert-based-cash-assistance-disaster-affected-communities-garissa-and-turkana-counties-endline-may-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
329,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Africa Zero Hunger: The empowering journey of Mtakuja's women farmers - Kenya,,,,,ReliefWeb Kenya,2025-09-16,"{""source_url"": ""https://reliefweb.int/report/kenya/africa-zero-hunger-empowering-journey-mtakujas-women-farmers"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
330,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),This campaign champions community-led durable solutions and calls for urgent investment in sustainable programmes that harness local resilience to tackle the root causes of food insecurity across the continent.,,,,,ReliefWeb Kenya,2025-09-16,"{""source_url"": ""https://reliefweb.int/report/kenya/africa-zero-hunger-empowering-journey-mtakujas-women-farmers"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
331,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),The loss was a harsh reminder of the ongoing human-wildlife conflict in the region.,,,,,ReliefWeb Kenya,2025-09-16,"{""source_url"": ""https://reliefweb.int/report/kenya/africa-zero-hunger-empowering-journey-mtakujas-women-farmers"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
332,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Pathways to Employment - Kenya Report - August 2025 - Kenya,,,,,ReliefWeb Kenya,2025-08-31,"{""source_url"": ""https://reliefweb.int/report/kenya/pathways-employment-kenya-report-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
333,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),ILO Brief - Constructing pathways: Enhancing employment and inclusion of host communities and urban refugees in Kenya’s construction sector (August 2025) - Kenya,,,,,ReliefWeb Kenya,2025-08-31,"{""source_url"": ""https://reliefweb.int/report/kenya/ilo-brief-constructing-pathways-enhancing-employment-and-inclusion-host-communities-and-urban-refugees-kenyas-construction-sector-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
334,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"6 Years on: how a water access project impacted lives in Churo, Kenya - Kenya",,,,,ReliefWeb Kenya,2025-09-11,"{""source_url"": ""https://reliefweb.int/report/kenya/6-years-how-water-access-project-impacted-lives-churo-kenya"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
335,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Access points were also improved with the construction of a water kiosk and a community water point to ensure that clean water is readily available to residents.,,,,,ReliefWeb Kenya,2025-09-11,"{""source_url"": ""https://reliefweb.int/report/kenya/6-years-how-water-access-project-impacted-lives-churo-kenya"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
336,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"How sustainability was achieved To ensure sustainability, a 10 -member Water Management Committee (WMC), comprising 4 women and 6 men was formed and trained in system operation, maintenance and financial management.",,,,,ReliefWeb Kenya,2025-09-11,"{""source_url"": ""https://reliefweb.int/report/kenya/6-years-how-water-access-project-impacted-lives-churo-kenya"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
337,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The current committee, composed of 13 members (5 men and 8 women), is operating effectively, with continuity ensured by retaining the trained borehole operators.",,,,,ReliefWeb Kenya,2025-09-11,"{""source_url"": ""https://reliefweb.int/report/kenya/6-years-how-water-access-project-impacted-lives-churo-kenya"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
338,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya bolsters polio and measles surveillance with cutting-edge KEMRI laboratory - Kenya,,,,,ReliefWeb Kenya,2025-09-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-bolsters-polio-and-measles-surveillance-cutting-edge-kemri-laboratory"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
339,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"These labs ensure that stool and environmental samples are quickly tested for polioviruses, guiding immunization campaigns and outbreak response.",,,,,ReliefWeb Kenya,2025-09-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-bolsters-polio-and-measles-surveillance-cutting-edge-kemri-laboratory"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
340,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya has not reported circulating variant poliovirus type 2 (cVDPV2) cases in the past 15 months, and continued surveillance and Kenya’s strengthened laboratory capacity will help sustain this momentum and ensure no resurgence.",,,,,ReliefWeb Kenya,2025-09-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-bolsters-polio-and-measles-surveillance-cutting-edge-kemri-laboratory"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
341,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"For Additional Information or to Request Interviews, Please contact: Monge Marta Villa Communications Officer Polio Eradication Programme WHO Regional Office for Africa Email: mongem@who.int Tel: + 34 636 04 76 79",,,,,ReliefWeb Kenya,2025-09-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-bolsters-polio-and-measles-surveillance-cutting-edge-kemri-laboratory"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
342,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"IRC Re:BUILD - Policy Brief: The Impact of Cash Grants and Cash + Mentorship on Kenyan and Refugee Business Owners in Nairobi, Kenya - June 2025 - Kenya",,,,,ReliefWeb Kenya,2025-06-30,"{""source_url"": ""https://reliefweb.int/report/kenya/irc-rebuild-policy-brief-impact-cash-grants-and-cash-mentorship-kenyan-and-refugee-business-owners-nairobi-kenya-june-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
343,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q1 (January - March, 2025) - Kenya",,,,,ReliefWeb Kenya,2025-08-01,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-joint-market-monitoring-initiative-jmmi-market-overview-q1-january-march-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
344,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya: Rapid Assessment — Mandera County (Data collected 15-17 August 2025) - Kenya,,,,,ReliefWeb Kenya,2025-08-20,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-rapid-assessment-mandera-county-data-collected-15-17-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
345,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"As of 19 August 2025, 492 refugee households (approximately 2.952 individuals) were registered by Kenya Red Cross Society (KRCS) in three refugee camps (namely, Barwaaqo Secondary School, Shafshafey Secondary School and Duse Primary School).",,,,,ReliefWeb Kenya,2025-08-20,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-rapid-assessment-mandera-county-data-collected-15-17-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
346,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Aligned with the Shirika Plan, the Refugee Act of 2021, and the national vision for expanding social protection to the most vulnerable, the exercise successfully registered 102,177 households—representing 510,885 individuals—into the ESR.",,,,,ReliefWeb Kenya,2025-07-23,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-june-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
347,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya achieves elimination of human African trypanosomiasis or sleeping sickness as a public health problem - Kenya,,,,,ReliefWeb Kenya,2025-08-08,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-achieves-elimination-human-african-trypanosomiasis-or-sleeping-sickness-public-health-problem"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
348,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Supported by WHO and partners, including FIND, Kenya’s HAT elimination programme will now implement a post-validation surveillance plan to detect any potential resurgence or reintroduction of transmission.",,,,,ReliefWeb Kenya,2025-08-08,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-achieves-elimination-human-african-trypanosomiasis-or-sleeping-sickness-public-health-problem"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
349,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"WHO continues to support ongoing monitoring in previously affected areas and maintains a stock of medicines to ensure rapid treatment of possible future cases, thanks to donations from Bayer AG and Sanofi.",,,,,ReliefWeb Kenya,2025-08-08,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-achieves-elimination-human-african-trypanosomiasis-or-sleeping-sickness-public-health-problem"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
350,Security & Safety,PSA,Public Safety Awareness,"The ever-harsher climate, including sometimes intense rains and floods, has been a wakeup call for Kenya’s new generation of pastoralists: pushing them to adapt their ancestral livelihood to a fast-changing world.",,,,,ReliefWeb Kenya,2025-08-04,"{""source_url"": ""https://reliefweb.int/report/kenya/pastoralism-gets-reboot-drying-kenya"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
351,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),AIRA Infodemic Trends Report 26 June - 9 July 2025 - Kenya,,,,,ReliefWeb Kenya,2025-07-31,"{""source_url"": ""https://reliefweb.int/report/kenya/aira-infodemic-trends-report-26-june-9-july-2025"", ""collected_at"": ""2026-07-13T00:51:45.801564""}"
