PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata,Origin_File,Region,PSA_Score,Notice_Style,Needs_Native_Review
256,Governance,Public Service Delivery,Select from the following list: Access to information; Civic Participation; Public Accountability; Technology and Innovation for Transparency and Accountability. 14.,Chagua kutoka orodha ifuatayo: Ufikiaji wa habari; Ushirikiano wa raia; Uhakiki wa umma; Teknolojia na Ubunifu kwa ajili ya Uwazi na Uhakiki. 14.,,Yier e list maluwo: Yudo weche; Dhano madwaro bedo gi thuolo mar timo gik moko; Ji duto madwaro bedo gi thuolo mar timo gik moko; Teknoloji kod Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho Wacho,Ka soo xulo liiska soo socda: Helitaanka macluumaadka; Ka qaybgalka muwaadiniinta; Xisaabtanka Dadweynaha; Teknolojiyada iyo hal-abuurnimada si loo helo hufnaan iyo xisaabtanka. 14.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.55,,True
257,Governance,Public Service Delivery,"Please include budget, staff, time, and contributions of civil society and other organizations and any other resources required.","Tafadhali andika bajeti, wafanyakazi, muda, na michango ya jamii ya kiraia na mashirika mengine na rasilimali nyingine yoyote inayohitajika.",,"Weuru mondo oket e paro bajet, jotich, thuolo, koda chiwo mag riwruoge mag sirkal kod riwruoge mamoko, kaachiel gi mwandu mamoko madwarore.","Fadlan ku dar miisaaniyada, shaqaalaha, waqtiga, iyo deeqaha ay bixiyaan bulshada rayidka ah iyo ururada kale iyo wixii kheyraad kale ee loo baahan yahay.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
258,Governance,Public Service Delivery,Please select one option: Yes / No / Partially 16.,Tafadhali chagua chaguo moja: Ndio / Hapana / Sehemu 16.,,Weuru mondo wati gi achiel kuom yore ma wanyalo tiyogo: Ee / Ooyo / Ok ochuno 16.,Fadlan dooro mid ka mid ah fursadaha: Haa / Maya / Qayb ahaan 16.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.55,,True
259,Governance,Public Service Delivery,"Additional Information [Optional] Use this optional space to provide other useful information, for example: Please add below the individual milestones of your commitment.","Habari ya ziada [Iwezekane] Tumia nafasi hii ya kuchagua kutoa habari nyingine muhimu, kwa mfano: Tafadhali ongeza hapa chini hatua za kibinafsi za ahadi yako.",,"Weche momedore [Onge Yo Monego Itimgo] Ti gi kama inyalo yiero mondo ikony ji gi weche mamoko makonyogi, kuom ranyisi: Ndikuru weche machuok e bwo sulani.","Macluumaad dheeri ah [Fursad] Isticmaal booskan ikhtiyaarka ah si aad u bixiso macluumaad kale oo faa'iido leh, tusaale ahaan: Fadlan hoos ku dar talaabooyinka gaarka ah ee ballanqaadkaaga.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
260,Governance,Public Service Delivery,"For OGP Local members, a MSF is not a requirement; however, it is recommended if there are no other multi-stakeholder participatory spaces available to carry out the OGP Local process.","Kwa wanachama wa OGP Local, MSF sio mahitaji; hata hivyo, inapendekezwa ikiwa hakuna nafasi zingine za ushirikiano wa mashirika mengi zinazopatikana ili kufanya mchakato wa OGP Local.",,"Kuom jogo manie OGP Local, onge gima dwarore ni otim ne joma ok gin jokanyo mag OGP; kata kamano, ok ber ka onge kuonde mamoko ma joma ok gin jokanyo mag OGP Local nyalo dhiye.","Xubnaha OGP Local, MSF ma aha shuruud; si kastaba ha ahaatee, waxaa lagugula talinayaa haddii aysan jirin meelo kale oo ka qaybqaata badan oo daneeyayaasha ah oo la heli karo si loo fuliyo geedi socodka OGP Local.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
261,Governance,Public Service Delivery,"While the structure of every MSF will vary to reflect local contexts and demands, all MSFs are responsible for assisting in the development and oversight of the OGP process to ensure that it is open and inclusive of all stakeholders.","Ingawa muundo wa kila MSF utatofautiana ili kutafakari mazingira na mahitaji ya ndani, MSF zote zina jukumu la kusaidia katika maendeleo na usimamizi wa mchakato wa OGP ili kuhakikisha kuwa ni wazi na unajumuisha pande zote zinazohusika.",,"Kata obedo ni chenro mar riwruok moro amora mar OMS biro pogore kaluwore gi chal mar alwora kod dwaro mag ji, OMS duto nigi ting' mar konyo e loso kendo rito chenro mar OGP mondo omi obed mayot kendo moriwo ji duto.","Inkastoo qaab dhismeedka MSF kasta uu kala duwanaan doono si uu u muujiyo xaaladaha iyo dalabaadka maxalliga ah, dhammaan MSF-yada ayaa mas'uul ka ah ka caawinta horumarinta iyo kormeerka geedi socodka OGP si loo hubiyo in ay u furan tahay oo ay ku jirto dhammaan daneeyayaasha.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
262,Governance,Public Service Delivery,OGP Local members must be able to determine whether they will establish a specific MSF for OGP or whether they will use existing spaces for multi-stakeholder dialogue in their contexts.,OGP Wanachama wa Mitaa lazima waweze kuamua ikiwa wataanzisha MSF maalum kwa OGP au ikiwa watatumia nafasi zilizopo kwa mazungumzo ya pande nyingi katika mazingira yao.,,OGP Jood Bura mag alwora nyaka bed gi nyalo mar yiero kabe gibiro loso chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro mar bedo gi chenro,OGP xubnaha deegaanka waa inay awoodaan inay go'aamiyaan in ay dhisayaan MSF gaar ah oo loogu talagalay OGP ama in ay isticmaalaan meelaha jira ee wadahadalka dhinacyada daneeyayaasha badan ee ku jira xaaladooda.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
263,Governance,Public Service Delivery,"Regardless of the space chosen, OGP Local members will need to inform the OGP Support Unit of the details.OGP Local members are encouraged to ensure that these spaces are diverse and inclusive.","Bila kujali nafasi iliyochaguliwa, washiriki wa OGP Local watahitaji kuwajulisha kitengo cha msaada wa OGP habari.Wanachama wa OGP Local wanahimizwa kuhakikisha kuwa nafasi hizi ni tofauti na zinajumuisha.",,"Kata bed ni oyiero kar dak mane, jo OGP Local biro dwarore ni onyisi OGP Support Unit weche duto.","Iyadoo aan loo eegin booska la doortay, xubnaha OGP Local waxay u baahan doonaan inay macluumaadka u sheegaan cutubka taageerada OGP.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
264,Governance,Public Service Delivery,The Local OGP website or webpage is recommended for OGP Local members to proactively disseminate information on all aspects of the OGP process and as a repository of information.,Tovuti ya OGP ya Mitaa au ukurasa wa wavuti unapendekezwa kwa wanachama wa OGP ya Mitaa kueneza habari kwa bidii juu ya nyanja zote za mchakato wa OGP na kama hifadhi ya habari.,,"Websait mar OGP mar Piny kata webpage mar OGP mar Piny, en kama ji nyalo ketoe pachgi e lando weche e wi weche duto motudore gi chenro mar OGP kendo kaka kar kano weche.",Bogga internetka ee OGP Local ama bogga internetka waxaa lagu talinayaa xubnaha OGP Local inay si proactive ah u faafiyaan macluumaadka ku saabsan dhamaan dhinacyada geedi socodka OGP iyo inay u noqdaan keyd macluumaad.,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
265,Governance,Public Service Delivery,"The website or webpage should be visible, accessible and searchable.","Tovuti au ukurasa wa wavuti unapaswa kuwa unaoonekana, unaopatikana na unaoweza kutambuliwa.",,"Websait kata websait onego obed ma nenore, ma ji nyalo yudo kendo ma inyalo yud.","Bogga internetka ama bogga internetka waa in uu ahaadaa mid la arki karo, la heli karo oo la raadin karo.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
266,Governance,Public Service Delivery,"At its most basic version, the website or webpage should contain: In addition, the website or webpage can contain a repository where information and evidence related to the action plan (including process and implementation) is publicly stored, organized, updated, and disseminated.","Katika toleo lake la msingi, tovuti au ukurasa wa wavuti inapaswa kuwa na: Kwa kuongeza, tovuti au ukurasa wa wavuti unaweza kuwa na hifadhi ambapo habari na ushahidi unaohusiana na mpango wa hatua (ikiwa ni pamoja na mchakato na utekelezaji) huhifadhiwa kwa umma, hupangwa, kusasishwa, na kusambazwa.",,"E yo machuok, websait kata websait onego obed gi: E wi mano, websait kata websait nyalo bedo gi kama inyalo tigo weche kod gik manyiso ni chenro mar tich (makalo chenro kod tich) itiyogo e kano, chano, medo timo lokruok, kendo lando.","Nooca ugu aasaasiga ah ee bogga internetka ama bogga internetka waa inuu ku kooban yahay: Intaa waxaa dheer, bogga internetka ama bogga internetka waxaa ku jiri kara keyd ku saabsan macluumaadka iyo caddaymaha la xiriira qorshaha ficilka (oo ay ku jiraan geedi socodka iyo hirgelinta) oo si dadweyne loo keydiyo, loo abaabulo, loo cusbooneysiiyo loona faafiyo.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
267,Governance,Public Service Delivery,"To enhance accessibility, the folder can be complemented with a spreadsheet that tracks the commitments and the completion evidence available or, as several OGP participants have done, an online tracking dashboard.The website or webpage and repository should be updated regularly.","Ili kuongeza upatikanaji, folda inaweza kuongezwa na karatasi ya takwimu ambayo inafuatilia ahadi na ushahidi wa kukamilika inapatikana au, kama washiriki kadhaa wa OGP wamefanya, dashibodi ya kufuatilia mtandaoni.Tovuti au ukurasa wa wavuti na hifadhi inapaswa kusasishwa mara kwa mara.",,"Mondo omi weche obed mayot chopo, folda mar weche inyalo or gi tab mar kal ma nyiso gik ma ne osingore ni gibiro timo kod gik ma ne osingore ni gibiro chopo kata, kaka joma ne ochokore e OGP mang'eny notimo, dashboard mar luwo weche e intanet.","Si loo kordhiyo helitaanka, galka waxaa lagu dhammaystiri karaa shaashad ku saabsan ballanqaadyada iyo caddaynta dhammaystirka la heli karo ama, sida ay sameeyeen dhowr ka mid ah ka qaybgalayaasha OGP, dashboard raadraaca internetka.Websaydhka ama bogga internetka iyo kaydinta waa in si joogto ah loo cusbooneysiiyo.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
268,Governance,Public Service Delivery,"For information relating to the co-creation process, it is recommended that updates be updated at least monthly.","Kwa habari zinazohusiana na mchakato wa uundaji-shirika, inashauriwa kwamba sasisho husasishwa angalau kila mwezi.",,"Mondo omi omi ng'ato ong'e weche momedore e wi chenro mar chweyo gik moko kanyachiel, ber mondo otim lokruok e weche manyien ma ok ochuno dwe ka dwe.","Macluumaadka la xiriira habka wada-abuurka, waxaa lagugula talinayaa in la cusbooneysiiyo ugu yaraan bil kasta.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
269,Governance,Public Service Delivery,"For the case of the application, the non-governmental stakeholder must have legal personality, e.g. a legally registered non-governmental organization or civil society organization. 2.","Kwa kesi ya maombi, mshiriki wa maslahi yasiyo ya kiserikali lazima awe na utu wa kisheria, kwa mfano, shirika lisilo la kiserikali lililoandikishwa kisheria au shirika la jamii ya kiraia. 2.",,"Kuom wach kwayo, jal ma ok en sirkal nyaka bed gi kido mar chik, kaka riwruok ma ok en sirkal ma osendiko e chik, kata riwruok mar oganda dhano. 2.","Marka la eego dalabka, daneeyayaasha aan dowliga ahayn waa inay lahaadaan shakhsiyad sharci ah, tusaale ahaan hay'ad sharci ahaan diiwaangashan oo aan dowlad ahayn ama urur bulsho rayid ah. 2.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
270,Governance,Public Service Delivery,"Yours faithfully Amɣ Newkirk Godefroy Rajaobelina July 17, 2021 at 4:19 pm Reply Hello OGP, Thank you for the call-to-action to all OGP members.","Wewe kwa uaminifu Amɣ Newkirk Godefroy Rajaobelina Julai 17, 2021 saa 4:19 jioni Jibu Halo OGP, Asante kwa wito wa kuchukua hatua kwa wanachama wote wa OGP.",,"Amɣ Newkirk Godefroy Rajaobelina July 17, 2021 at 4:19 pm Reply Hello OGP, Erokamano kuom luongo ji duto manie OGP mondo oti.","Adiga oo si daacad ah u amɣ Newkirk Godefroy Rajaobelina July 17, 2021 at 4:19 pm Jawaab Hello OGP, Waad ku mahadsan tahay wicitaankii ficil ee dhammaan xubnaha OGP.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
271,Governance,Public Service Delivery,"Sincerily George Chimembe December 30, 2021 at 10:22 am Reply I have heard of OGP, but I do not know what it is all about.","Kwa uaminifu George Chimembe Desemba 30, 2021 saa 10:22 jioni Jibu Nimesikia kuhusu OGP, lakini sijui ni nini.",,"Kuom adier George Chimembe Desemba 30, 2021 e seche 10:22 am Reply Asewinjo wach OGP, to ok ang'eyo gima owacho.","Daacadnimo George Chimembe December 30, 2021 at 10:22 am Jawaab Waxaan maqlay OGP, laakiin ma aqaano waxa ay tahay.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
272,Governance,Public Service Delivery,I am intrigued by what I have read and please help me with the clarifications I seek.,Ninavutiwa na mambo ambayo nimesoma na tafadhali nisaidie kupata ufafanuzi ninaotaka.,,"Gik ma asomo e sulani omora ahinya, omiyo akwayou mondo ukonya ng'eyo tiend wechego.","Waxan xiiseynayaa waxa aan akhriyay, fadlan i caawi si aan u helo caddaynta aan raadinayo.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
273,Governance,Public Service Delivery,You can learn about the Eligibility Criteria & OGP Values Check Assessment for joining OGP and the steps to follow after those are met here: https://www.opengovpartnership.org/process/joining-ogp/ Please don’t hesitate to reach out with other questions!,Unaweza kujifunza kuhusu Vipimo vya Eligibility & OGP Values Check Assessment kwa kujiunga na OGP na hatua zinazofuata baada ya kupatikana hapa: https://www.opengovpartnership.org/process/joining-ogp/ Tafadhali usisite kuwasiliana na maswali mengine!,,Inyalo somo weche momedore e wi gik ma dwarore mondo ng'ato obed e riwruok mar oganda Jehova kod gik ma nyaka tim bang' donjo e riwruok mar oganda Jehova e piny mangima: https://www.opengovpartnership.org/process/joining-ogp/ Kik iluor wuoyo gi penjo mamoko!,Waxaad ka baran kartaa shuruudaha u qalma iyo qiimaha OGP ee qiimeynta qiimeynta ee ku biirista OGP iyo tallaabooyinka la raaci karo ka dib marka la buuxiyo halkan: https://www.opengovpartnership.org/process/joining-ogp/ Fadlan ha ka waaban inaad la xiriirto su'aalaha kale!,Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
274,Governance,Public Service Delivery,"Bryan Port December 9, 2025 at 1:46 pm Reply I head up a monitoring body and have questions, but I am not finding a point of contact that I can engage.","Bryan Port Desemba 9, 2025 saa 1:46 pm Jibu Mimi kuongoza mwili ufuatiliaji na kuwa na maswali, lakini mimi si kupata uhakika wa kuwasiliana kwamba naweza kushiriki.",,"Bryan Port Desemba 9, 2025 e sa 1:46 pm Dwoko: Achiel kuom joma tayo tijno en ni an gi penjo, to ok ayudo kama anyalo tudorego.","Bryan Port December 9, 2025 at 1:46 pm Jawaab Waxaan hogaamiyaa hay'ad kormeerka iyo su'aalo, laakiin ma aan helin barta xiriirka aan ku biiri karo.",Open Government Partnership News,1/7/2021,https://www.opengovpartnership.org/documents/ogp-local-handbook/,psa_governance.csv,global,0.5,,True
